"SID","day","real_order","beepvar","A_rude","E_quiet","C_lazy","N_relaxed","N_depressed","E_outgoing","A_kind","C_reliable","N_worried"
"10542",3,12,7,1,2,1,5,1,4,4,3,2
"10503",9,36,7,NA,5,5,3,1,1,NA,1,1
"10535",3,12,7,1,3,3,5,1,3,3,2,1
"10483",10,40,7,NA,3,4,2,4,1,NA,3,5
"10494",10,40,7,1,1,1,2,1,5,4,5,2
"10510",11,44,7,1,1,1,2,1,4,4,4,1
"10498",3,12,7,1,5,2,2,2,1,2,4,4
"10466",11,44,7,1,3,3,3,1,3,3,3,3
"10479",12,48,7,2,1,3,5,2,4,4,4,2
"10472",12,48,7,1,2,3,5,1,2,1,5,1
"10515",2,8,7,1,3,1,2,1,5,5,5,3
"10473",7,28,7,1,4,4,3,3,2,2,3,3
"10530",3,12,7,NA,4,2,3,1,1,NA,4,2
"10528",4,16,7,1,5,4,2,2,2,3,2,1
"10492",13,52,7,NA,5,5,5,1,2,NA,4,2
"10517",5,20,7,2,5,4,3,3,2,3,5,1
"10485",5,20,7,2,3,2,5,1,3,4,3,3
"10540",3,12,7,NA,5,5,5,2,1,NA,4,3
"10516",6,24,7,3,3,1,3,1,4,3,4,2
"10523",3,12,6,2,4,3,4,2,2,3,5,3
"10506",9,36,6,1,3,3,2,1,4,5,5,3
"10473",6,24,6,2,5,4,2,3,2,2,3,3
"10466",10,40,6,1,5,5,3,3,3,1,3,4
"10510",10,40,6,1,3,2,4,2,4,5,5,2
"10486",11,44,6,2,2,2,2,3,3,3,4,1
"10494",9,36,6,NA,5,1,2,3,1,NA,5,5
"10515",1,4,6,1,2,2,3,1,4,3,4,1
"10477",8,32,6,2,3,3,4,2,3,3,3,2
"10528",3,12,6,2,1,1,4,1,5,3,4,1
"10492",12,48,6,1,1,3,5,1,5,4,4,1
"10540",2,8,6,1,1,2,5,3,5,4,4,2
"10512",3,12,6,1,3,2,3,3,2,3,3,3
"10513",5,20,6,1,2,3,5,1,5,5,5,1
"10530",2,8,6,2,5,2,5,2,3,3,3,1
"10517",4,16,6,1,4,3,3,2,2,4,4,2
"10472",11,44,6,1,5,4,4,1,1,1,5,3
"10452",15,60,5,1,5,2,5,2,5,5,5,1
"10524",8,32,5,2,4,3,3,1,4,3,4,1
"10497",5,20,5,1,2,4,5,1,5,3,4,1
"10490",15,60,5,2,1,2,4,1,4,4,3,1
"10477",7,28,5,2,2,2,4,2,4,3,3,2
"10494",8,32,5,1,1,1,5,1,5,3,5,1
"10513",4,16,5,2,3,4,5,3,3,3,4,1
"10530",1,4,5,1,2,1,3,2,4,4,5,1
"10486",10,40,5,1,5,2,4,2,1,5,5,1
"10485",3,12,5,1,1,3,5,1,1,5,3,1
"10528",2,8,5,1,1,1,5,1,4,3,4,1
"10540",1,4,5,1,1,2,5,1,5,4,5,1
"10523",2,8,5,1,4,2,5,1,4,5,5,1
"10466",9,36,5,3,1,3,4,1,4,1,3,1
"10517",3,12,5,1,1,2,3,4,3,4,3,3
"10472",10,40,5,NA,5,3,4,1,1,NA,5,1
"10497",4,16,4,NA,4,1,1,2,4,NA,5,4
"10511",7,28,4,1,5,4,2,3,3,4,4,3
"10503",6,24,4,1,4,1,5,1,5,3,5,1
"10490",14,56,4,NA,3,3,3,1,1,NA,3,1
"10486",9,36,4,2,2,2,5,2,4,4,5,2
"10398",2,8,4,1,3,2,2,1,2,4,4,3
"10472",9,36,4,1,2,1,5,1,1,1,5,1
"10477",6,24,4,2,2,2,3,2,4,3,3,2
"10516",3,12,4,3,2,4,5,1,5,3,3,1
"10494",7,28,4,1,1,1,5,1,5,4,5,1
"10463",8,32,4,1,2,1,5,1,4,5,5,1
"10452",14,56,4,1,2,1,5,1,5,5,5,1
"10453",10,40,4,3,2,2,5,1,4,4,4,1
"10466",8,32,4,3,5,1,3,1,1,1,5,2
"10512",1,4,4,NA,5,5,5,1,1,NA,4,1
"10481",7,28,4,3,2,2,4,1,5,3,4,2
"10488",9,36,4,1,4,5,5,2,2,2,2,1
"10485",2,8,4,NA,5,3,3,1,2,NA,3,1
"10479",9,36,4,2,1,2,5,1,5,4,4,2
"10523",1,4,4,2,4,1,4,1,3,4,5,1
"10517",2,8,4,NA,5,4,3,3,2,NA,4,4
"10483",7,28,4,3,1,2,2,1,5,3,3,2
"10524",7,28,4,2,2,3,4,1,4,3,4,2
"10513",3,12,4,1,3,1,4,1,5,4,4,2
"10453",9,36,3,2,3,5,4,1,3,3,4,3
"10481",6,24,3,1,5,2,2,1,1,1,2,4
"10493",14,56,3,1,4,1,3,1,3,5,5,5
"10469",3,12,3,NA,2,3,4,1,2,NA,4,1
"10488",8,32,3,2,4,5,4,2,1,2,2,2
"10451",14,56,3,1,1,5,5,1,4,4,5,3
"10511",6,24,3,1,3,3,3,3,3,5,3,3
"10479",8,32,3,2,2,4,5,1,5,4,4,1
"10477",5,20,3,2,2,2,4,2,4,3,3,2
"10525",3,12,3,2,1,4,2,3,5,4,4,3
"10513",2,8,3,2,4,3,5,2,5,3,5,2
"10486",8,32,3,1,3,1,4,1,4,4,4,1
"10497",3,12,3,2,1,2,2,1,4,5,2,4
"10516",2,8,3,2,1,1,4,1,5,3,5,2
"10494",6,24,3,1,1,1,3,1,5,5,5,1
"10517",1,4,3,NA,5,5,5,3,3,NA,2,1
"10484",6,24,3,1,3,1,4,1,3,4,5,1
"10510",7,28,3,1,3,3,4,1,3,3,4,2
"10472",8,32,3,1,2,1,5,1,3,4,5,3
"10476",7,28,3,1,1,4,5,1,4,4,4,3
"10460",5,20,3,1,4,5,5,2,3,3,4,2
"10466",7,28,3,3,4,3,3,3,1,1,4,1
"10483",6,24,3,2,3,3,3,1,1,3,3,2
"10524",6,24,3,2,4,4,3,1,3,4,4,2
"10490",13,52,3,NA,4,3,3,2,1,NA,3,2
"10469",2,8,2,1,2,2,5,1,5,5,5,1
"10503",4,16,2,1,2,2,4,1,3,3,5,1
"10451",13,52,2,3,1,2,4,2,4,4,4,3
"10506",5,20,2,2,2,4,2,1,4,4,5,4
"10484",5,20,2,1,4,1,3,1,1,3,4,1
"10452",12,48,2,2,3,3,4,1,3,3,4,4
"10481",5,20,2,2,3,2,2,1,2,2,3,4
"10453",8,32,2,3,1,2,4,1,4,4,4,1
"10479",7,28,2,2,3,2,4,1,2,3,3,2
"10460",4,16,2,1,2,2,4,1,4,4,4,2
"10483",5,20,2,3,3,2,3,1,4,3,3,1
"10472",7,28,2,1,2,1,5,1,3,1,5,2
"10486",7,28,2,2,1,1,2,1,4,3,5,2
"10497",2,8,2,2,4,4,4,2,4,5,4,1
"10525",2,8,2,NA,1,1,4,1,5,NA,5,1
"10459",14,56,2,2,5,1,2,2,3,4,3,3
"10513",1,4,2,2,3,3,4,1,5,5,5,3
"10494",5,20,2,1,5,2,3,2,1,5,3,3
"10488",7,28,2,2,4,2,4,3,2,4,4,2
"10466",6,24,2,1,1,3,5,1,4,2,3,1
"10477",4,16,2,NA,5,4,4,2,2,NA,2,2
"10511",5,20,2,1,3,3,4,2,3,4,4,2
"10475",13,52,2,1,5,1,5,1,1,3,5,3
"10510",6,24,2,2,2,2,3,1,4,3,4,2
"10524",5,20,2,2,4,4,4,1,2,3,4,2
"10492",8,32,2,1,2,1,2,1,5,4,4,2
"10516",1,4,2,1,2,3,4,1,4,3,4,2
"10490",12,48,2,NA,5,3,3,1,1,NA,3,2
"10459",13,52,1,3,3,3,4,1,2,4,3,1
"10484",4,16,1,1,2,5,4,1,4,2,2,3
"10479",6,24,1,NA,4,4,4,1,3,NA,3,2
"10483",4,16,1,NA,3,2,3,2,1,NA,3,2
"10503",3,12,1,NA,5,5,4,1,1,NA,1,1
"10448",14,56,1,1,2,3,4,1,4,4,4,1
"10449",14,56,1,NA,3,1,1,3,1,NA,3,4
"10494",4,16,1,1,5,1,3,1,1,4,1,2
"10466",5,20,1,2,1,2,2,1,3,3,4,4
"10465",11,44,1,1,5,2,5,1,2,4,4,1
"10510",5,20,1,2,3,1,3,1,3,4,4,3
"10477",3,12,1,2,4,2,2,4,2,2,3,4
"10469",1,4,1,1,3,2,4,1,5,4,3,2
"10511",4,16,1,2,2,3,3,2,4,4,2,4
"10471",11,44,1,2,3,5,4,3,2,2,3,4
"10463",5,20,1,1,3,1,5,1,4,4,5,1
"10486",6,24,1,NA,1,2,2,1,4,NA,5,1
"10506",4,16,1,3,3,5,5,1,4,4,3,2
"10452",11,44,1,NA,5,3,5,1,1,NA,5,1
"10472",6,24,1,1,1,2,4,1,5,4,5,1
"10490",11,44,1,NA,4,3,3,1,1,NA,3,2
"10525",1,4,1,1,3,1,3,2,4,4,4,2
"10481",4,16,1,2,2,3,3,1,2,3,3,3
"10488",6,24,1,2,4,5,4,4,2,3,3,3
"10457",11,44,1,NA,3,4,4,2,2,NA,4,3
"10460",3,12,1,1,3,4,5,2,4,4,4,1
"10524",4,16,1,2,3,4,4,1,4,3,4,3
"10452",10,40,7,1,1,1,5,1,5,3,5,1
"10449",13,52,7,1,2,1,4,1,4,4,5,1
"10510",4,16,7,2,1,2,4,2,3,3,4,4
"10460",2,8,7,1,4,2,2,3,3,4,3,4
"10453",6,24,7,3,4,4,5,1,2,3,4,1
"10484",3,12,7,2,3,1,4,2,2,4,5,1
"10459",12,48,7,1,3,3,3,2,3,4,2,2
"10511",3,12,7,2,1,2,4,2,4,4,3,2
"10445",14,56,7,2,5,5,3,2,1,5,5,4
"10503",2,8,7,NA,5,5,3,1,1,NA,1,1
"10479",5,20,7,3,2,2,3,1,4,4,3,2
"10493",11,44,7,2,1,5,4,2,4,5,4,3
"10448",13,52,7,1,1,4,5,1,5,5,4,1
"10466",4,16,7,1,3,2,5,1,2,3,3,1
"10481",3,12,7,2,3,2,2,1,2,2,3,3
"10463",4,16,7,1,5,2,4,2,1,4,5,1
"10524",3,12,7,2,2,3,4,2,4,4,4,3
"10494",3,12,7,3,3,4,2,4,1,2,3,4
"10490",10,40,7,NA,3,3,3,1,2,NA,3,1
"10483",3,12,7,NA,4,3,2,2,2,NA,3,1
"10486",5,20,7,1,4,2,4,1,4,3,4,2
"10472",5,20,7,1,3,2,5,1,2,1,4,1
"10483",2,8,6,3,1,2,3,1,5,3,5,1
"10450",13,52,6,NA,3,5,5,1,2,NA,3,2
"10477",1,4,6,2,1,2,3,1,3,3,3,3
"10472",4,16,6,1,2,3,5,1,4,3,4,3
"10484",2,8,6,1,2,1,4,1,4,5,3,1
"10510",3,12,6,1,3,3,4,1,3,4,4,2
"10460",1,4,6,1,3,3,5,2,3,4,5,2
"10453",5,20,6,2,2,3,4,1,2,3,3,2
"10466",3,12,6,NA,3,2,2,4,2,NA,4,5
"10503",1,4,6,1,3,5,5,1,2,3,5,1
"10524",2,8,6,2,3,3,3,2,4,4,4,3
"10438",15,60,6,1,3,4,5,1,3,4,4,1
"10475",10,40,6,1,3,2,2,1,3,4,5,3
"10452",9,36,6,1,1,3,5,1,4,3,4,1
"10490",9,36,6,1,1,3,5,1,5,3,3,1
"10463",3,12,6,1,1,1,5,1,5,5,5,1
"10486",4,16,6,1,1,2,4,1,5,4,4,2
"10494",2,8,6,1,4,2,3,3,1,3,5,4
"10459",11,44,6,2,3,3,3,3,3,4,4,2
"10493",9,36,5,1,1,1,4,1,5,5,5,1
"10438",14,56,5,1,2,1,4,1,5,4,4,1
"10397",15,60,5,2,2,4,4,1,3,4,4,2
"10474",3,12,5,NA,3,5,4,2,1,NA,3,2
"10506",1,4,5,1,1,1,3,1,5,4,5,2
"10494",1,4,5,1,4,1,1,1,4,3,5,1
"10472",3,12,5,1,3,5,4,1,2,1,5,1
"10466",2,8,5,2,3,5,3,4,3,3,3,3
"10483",1,4,5,NA,4,4,5,1,1,NA,4,1
"10492",4,16,5,1,1,1,4,1,5,4,4,1
"10463",2,8,5,1,1,1,5,1,4,4,5,1
"10511",1,4,5,1,1,1,2,1,5,4,4,1
"10450",12,48,5,1,3,3,5,1,3,3,2,1
"10452",8,32,5,1,2,5,5,1,2,3,5,1
"10479",3,12,5,3,3,4,3,3,3,2,3,2
"10490",8,32,5,NA,4,2,3,1,1,NA,3,1
"10459",10,40,5,1,1,5,4,1,2,4,3,1
"10486",3,12,5,1,3,1,4,1,4,3,4,2
"10432",15,60,5,1,1,3,5,1,5,4,5,1
"10510",2,8,5,1,2,3,4,1,5,4,5,1
"10448",11,44,5,1,2,4,4,1,4,4,4,2
"10463",1,4,4,1,1,2,4,1,5,5,5,1
"10438",13,52,4,1,2,3,4,2,4,5,5,4
"10479",2,8,4,1,5,1,1,1,1,3,4,4
"10452",7,28,4,1,2,1,5,1,5,4,5,1
"10451",8,32,4,NA,5,3,5,1,5,NA,5,1
"10422",15,60,4,2,3,4,3,2,3,4,3,3
"10475",8,32,4,1,4,1,1,4,1,3,5,5
"10496",2,8,4,NA,5,2,4,2,1,NA,2,1
"10449",10,40,4,3,1,3,2,1,5,4,5,2
"10453",3,12,4,3,1,3,5,1,4,3,3,2
"10397",14,56,4,2,4,2,2,2,2,4,3,3
"10448",10,40,4,1,2,3,3,3,3,4,4,3
"10474",2,8,4,1,1,1,2,1,4,4,5,2
"10472",2,8,4,1,5,3,5,1,1,1,1,1
"10490",7,28,4,NA,5,2,3,1,1,NA,3,2
"10432",14,56,4,1,2,3,4,1,4,5,5,1
"10476",1,4,4,1,5,3,1,2,1,2,4,4
"10459",9,36,4,3,2,3,2,2,5,5,3,2
"10437",14,60,4,3,2,2,4,2,4,3,4,2
"10486",2,8,4,1,2,1,4,1,5,4,5,3
"10496",1,4,3,2,1,2,3,1,4,4,5,3
"10442",13,52,3,1,2,2,4,1,3,4,4,2
"10449",9,36,3,1,1,2,5,1,5,5,4,2
"10445",10,40,3,1,5,1,1,2,1,5,5,3
"10438",12,48,3,1,2,2,5,1,4,5,5,1
"10472",1,4,3,1,4,2,4,1,4,1,5,1
"10465",6,24,3,1,5,2,5,1,1,3,4,1
"10474",1,4,3,2,3,1,2,2,3,4,4,4
"10453",2,8,3,2,3,4,5,1,2,3,4,1
"10452",6,24,3,2,2,1,3,2,1,2,5,3
"10479",1,4,3,NA,2,3,5,1,1,NA,3,1
"10397",13,52,3,1,4,1,2,2,1,4,5,3
"10451",7,28,3,1,1,1,5,1,5,5,5,1
"10422",14,56,3,2,2,3,4,1,3,3,1,3
"10455",5,20,3,1,5,3,4,2,3,4,5,3
"10486",1,4,3,1,4,3,3,1,3,4,4,1
"10490",6,24,3,NA,4,3,3,1,1,NA,3,1
"10493",7,28,3,1,5,1,1,3,1,3,5,5
"10441",14,56,3,NA,3,3,3,3,3,NA,3,5
"10459",8,32,3,1,4,4,4,5,2,4,3,3
"10432",13,52,3,1,5,2,3,1,1,4,5,2
"10437",12,48,2,1,5,1,2,4,1,4,3,3
"10450",9,36,2,1,5,1,2,1,1,3,5,2
"10422",13,52,2,NA,2,3,3,1,4,NA,3,2
"10471",5,20,2,2,5,3,2,3,3,2,2,3
"10445",9,36,2,3,5,3,3,3,1,4,3,3
"10455",4,16,2,1,1,2,5,1,5,5,5,1
"10451",6,24,2,1,5,5,1,5,5,1,1,1
"10492",1,4,2,1,2,2,3,1,3,3,3,2
"10449",8,32,2,1,2,2,4,3,4,4,5,3
"10480",6,24,2,1,5,1,1,1,1,1,5,5
"10397",12,48,2,2,2,2,2,2,2,4,4,4
"10432",12,48,2,1,2,1,4,1,3,4,4,2
"10493",6,24,2,1,1,5,5,1,5,2,5,1
"10452",5,20,2,1,2,2,4,1,4,3,5,1
"10453",1,4,2,2,2,2,5,2,4,3,3,1
"10459",7,28,2,2,3,3,1,2,1,3,3,4
"10448",8,32,2,1,1,3,3,1,4,4,4,2
"10438",11,44,2,2,1,1,5,1,5,4,5,1
"10462",5,20,1,NA,4,4,3,1,2,NA,3,2
"10444",11,44,1,NA,1,2,3,2,2,NA,3,2
"10465",4,16,1,1,3,3,5,1,3,4,4,2
"10470",5,20,1,NA,1,1,5,1,5,NA,5,4
"10454",7,28,1,1,4,3,3,1,4,5,4,3
"10432",11,44,1,1,2,2,4,1,5,5,5,1
"10459",6,24,1,3,3,3,1,3,2,3,3,5
"10451",5,20,1,1,1,1,5,1,5,5,5,1
"10493",5,20,1,1,3,5,5,1,2,1,5,1
"10438",10,40,1,1,3,4,5,1,3,4,3,1
"10397",11,44,1,1,5,2,3,2,2,4,4,3
"10490",4,16,1,NA,4,2,3,1,1,NA,3,1
"10447",4,16,1,1,1,1,2,3,5,5,5,5
"10457",4,16,1,2,4,3,2,2,3,4,4,3
"10442",12,48,1,1,2,1,3,1,3,3,4,2
"10452",4,16,1,1,3,3,4,1,3,3,5,2
"10480",5,20,1,2,4,2,2,2,3,3,3,4
"10437",11,44,1,2,2,1,1,3,3,3,4,5
"10448",7,28,1,1,3,1,3,1,3,4,5,2
"10462",4,16,7,3,3,4,4,2,3,4,4,3
"10470",4,16,7,NA,3,4,4,4,1,NA,2,5
"10449",6,24,7,1,2,1,4,1,4,4,4,2
"10465",3,12,7,2,2,3,5,1,4,5,4,1
"10471",3,12,7,2,4,3,3,2,3,3,3,3
"10448",6,24,7,1,2,2,2,1,4,4,5,3
"10454",6,24,7,1,4,3,1,5,1,3,3,5
"10457",3,12,7,NA,3,3,3,1,3,NA,3,3
"10397",10,40,7,1,2,2,2,2,2,5,5,5
"10490",3,12,7,NA,4,3,3,1,1,NA,3,1
"10445",7,28,7,1,5,4,3,2,4,5,5,4
"10459",5,20,7,3,3,3,2,4,2,2,3,4
"10438",9,36,7,1,3,4,5,1,3,5,4,1
"10447",3,12,7,1,4,2,3,1,3,5,5,3
"10480",4,16,7,2,3,2,3,2,2,3,4,4
"10452",3,12,7,3,3,3,3,1,2,3,4,2
"10493",4,16,7,2,4,5,3,2,3,2,4,3
"10432",10,40,7,1,5,2,5,1,1,3,5,1
"10465",2,8,6,2,2,2,5,1,4,4,4,1
"10438",8,32,6,1,2,1,5,1,4,4,5,1
"10457",2,8,6,2,2,3,5,1,4,4,5,5
"10452",2,8,6,1,2,4,5,1,5,4,5,1
"10459",4,16,6,1,3,4,3,4,4,3,3,3
"10447",2,8,6,2,2,2,2,1,3,4,5,2
"10471",2,8,6,NA,3,4,4,2,2,NA,3,3
"10480",3,12,6,1,2,1,4,1,4,5,5,2
"10437",9,36,6,1,5,1,4,2,2,4,5,3
"10445",6,24,6,1,3,1,3,2,4,4,3,4
"10441",10,40,6,NA,5,3,1,3,1,NA,4,4
"10462",3,12,6,1,5,5,3,1,2,4,5,1
"10451",3,12,6,1,1,1,5,1,5,5,5,1
"10493",3,12,6,1,5,1,5,1,1,3,5,1
"10448",5,20,6,NA,5,2,2,4,1,NA,4,5
"10397",9,36,6,1,1,2,4,1,4,4,4,2
"10490",2,8,6,NA,4,2,3,1,1,NA,3,1
"10432",9,36,6,1,3,3,4,1,3,4,5,1
"10436",10,40,5,1,3,3,3,1,3,3,3,3
"10452",1,4,5,1,2,2,4,3,4,3,5,2
"10442",9,36,5,1,1,1,3,1,4,3,4,1
"10437",8,32,5,2,2,3,2,1,4,4,4,1
"10454",4,16,5,NA,4,3,5,2,1,NA,4,1
"10480",2,8,5,NA,5,3,2,1,2,NA,4,2
"10459",3,12,5,3,4,5,3,3,3,3,2,3
"10471",1,4,5,1,2,3,4,1,5,3,3,2
"10493",2,8,5,1,3,1,5,1,5,5,5,1
"10397",8,32,5,NA,5,1,4,2,1,NA,5,2
"10447",1,4,5,1,1,1,5,1,5,5,5,1
"10432",8,32,5,1,3,2,5,1,4,4,5,1
"10470",2,8,5,2,1,1,4,1,5,2,5,2
"10448",4,16,5,1,1,3,2,1,5,4,4,1
"10490",1,4,5,NA,4,3,3,2,2,NA,3,2
"10457",1,4,5,NA,4,4,4,1,2,NA,4,2
"10418",13,52,4,1,1,2,4,1,5,5,5,1
"10442",8,32,4,1,5,3,3,1,2,3,3,2
"10366",15,60,4,1,3,5,5,1,5,5,5,1
"10444",7,28,4,3,4,1,3,3,4,4,4,2
"10451",1,4,4,1,1,1,5,1,5,5,5,1
"10470",1,4,4,1,4,1,5,2,1,3,5,2
"10454",3,12,4,1,1,2,4,1,5,5,5,2
"10450",4,16,4,NA,5,1,3,1,1,NA,5,4
"10462",1,4,4,2,3,1,2,3,3,5,3,5
"10429",13,52,4,NA,5,1,1,1,1,NA,4,4
"10435",7,28,4,NA,3,3,3,1,2,NA,3,3
"10277",14,56,4,1,2,3,5,1,3,5,5,1
"10437",7,28,4,1,2,3,4,1,4,4,4,1
"10448",3,12,4,1,1,1,5,1,5,4,4,1
"10493",1,4,4,1,1,1,5,1,5,3,5,1
"10445",4,16,4,1,3,4,3,3,3,4,4,4
"10372",14,56,4,1,4,1,4,2,3,5,3,3
"10480",1,4,4,NA,5,1,3,2,1,NA,3,1
"10459",2,8,4,2,3,3,2,3,4,4,4,3
"10397",7,28,4,1,4,2,2,2,2,5,4,2
"10432",7,28,4,1,2,3,5,1,4,5,5,1
"10459",1,4,3,1,3,3,3,5,3,4,4,4
"10277",13,52,3,1,2,3,4,1,4,5,5,1
"10436",8,32,3,1,2,2,3,1,3,3,4,1
"10437",6,24,3,1,3,3,3,3,2,4,3,3
"10435",6,24,3,NA,5,3,3,2,2,NA,3,2
"10440",7,28,3,1,1,3,4,1,5,4,3,1
"10439",6,24,3,2,2,3,4,1,4,4,3,2
"10454",2,8,3,1,1,2,3,2,3,5,4,4
"10449",2,8,3,2,1,2,2,1,4,4,4,4
"10444",6,24,3,3,4,2,1,4,2,4,4,2
"10438",5,20,3,1,2,2,5,2,4,4,4,1
"10442",7,28,3,1,4,3,3,1,3,4,3,2
"10450",3,12,3,1,5,1,1,1,1,3,5,3
"10418",12,48,3,1,2,2,5,2,4,4,4,3
"10429",12,48,3,1,3,1,4,1,4,5,5,2
"10445",3,12,3,1,1,1,3,1,5,5,5,3
"10372",13,52,3,2,4,4,3,2,2,2,3,4
"10448",2,8,3,1,2,3,4,1,4,4,4,1
"10366",14,56,3,1,2,4,5,1,5,5,5,2
"10397",6,24,3,2,3,2,3,2,3,4,4,2
"10432",6,24,3,1,3,3,4,1,4,4,5,1
"10439",5,20,2,1,3,3,3,1,4,3,3,2
"10437",5,20,2,1,1,2,4,1,4,4,3,2
"10442",6,24,2,1,3,3,3,1,3,3,3,3
"10444",5,20,2,2,3,2,3,1,3,4,4,1
"10436",7,28,2,1,3,1,2,1,3,4,4,2
"10411",14,56,2,2,2,2,5,1,3,4,4,1
"10418",11,44,2,1,4,2,2,2,2,3,3,1
"10441",6,24,2,1,3,3,3,3,3,2,5,3
"10429",11,44,2,2,3,5,3,2,1,4,5,2
"10454",1,4,2,1,1,1,5,1,5,5,5,1
"10448",1,4,2,1,2,1,3,1,2,3,4,1
"10397",5,20,2,1,4,2,3,3,3,5,5,3
"10422",6,24,2,1,2,2,3,1,4,4,4,2
"10277",12,48,2,NA,5,3,3,1,1,NA,4,1
"10341",6,24,2,1,3,3,4,1,3,4,3,1
"10432",5,20,2,NA,5,3,3,1,1,NA,5,2
"10435",5,20,2,2,4,2,4,1,2,3,3,2
"10450",2,8,2,1,3,2,4,1,2,3,3,5
"10372",12,48,2,2,4,4,3,3,3,2,3,3
"10445",2,8,2,1,3,4,3,3,4,5,4,4
"10449",1,4,2,1,3,2,2,1,3,3,4,3
"10366",13,52,2,1,2,5,5,1,5,5,5,2
"10426",13,52,1,1,5,5,5,2,1,3,4,1
"10429",10,40,1,3,3,3,2,2,4,3,5,3
"10444",4,16,1,NA,5,4,5,2,2,NA,2,2
"10441",5,20,1,1,2,3,4,2,3,3,4,3
"10422",5,20,1,2,5,2,3,1,3,3,2,3
"10277",11,44,1,1,5,1,2,2,1,5,5,3
"10366",12,48,1,1,3,1,3,1,3,5,5,4
"10439",4,16,1,1,4,2,2,1,3,3,3,2
"10445",1,4,1,1,3,5,2,3,3,3,5,3
"10438",3,12,1,1,2,2,5,1,4,4,5,1
"10435",4,16,1,NA,3,3,2,1,4,NA,3,3
"10437",4,16,1,2,4,3,4,1,3,4,4,2
"10440",5,20,1,1,3,5,3,1,1,3,3,4
"10450",1,4,1,1,3,3,5,1,4,4,4,3
"10411",13,52,1,1,3,3,4,1,4,5,4,2
"10372",11,44,1,2,3,4,3,2,2,2,3,3
"10397",4,16,1,1,2,4,4,1,4,4,5,2
"10432",4,16,1,NA,4,4,3,1,1,NA,4,2
"10440",4,16,7,1,5,2,5,1,3,3,4,5
"10429",9,36,7,1,3,3,4,1,4,4,5,2
"10418",9,36,7,1,3,3,3,1,4,4,3,3
"10372",10,40,7,3,3,4,3,2,3,2,2,4
"10438",2,8,7,1,4,4,3,3,2,5,5,5
"10366",11,44,7,1,4,1,2,2,3,5,5,5
"10441",4,16,7,1,3,4,3,2,3,3,5,3
"10436",5,20,7,1,2,2,5,1,2,4,4,1
"10428",7,28,7,NA,5,4,4,1,2,NA,3,3
"10341",4,16,7,1,3,3,4,1,3,4,3,1
"10411",12,48,7,1,2,1,5,1,4,4,4,1
"10437",3,12,7,1,4,4,3,2,3,3,2,3
"10397",3,12,7,2,5,2,3,2,2,4,4,2
"10432",3,12,7,1,4,3,3,1,1,2,4,3
"10435",3,12,7,1,2,1,4,1,4,3,4,2
"10444",3,12,7,2,3,2,5,1,3,3,4,3
"10442",4,16,7,1,1,3,3,1,4,3,4,5
"10277",10,40,7,1,4,1,2,1,1,5,5,3
"10439",3,12,7,NA,5,3,4,2,2,NA,4,1
"10418",8,32,6,1,1,1,3,1,5,3,3,2
"10429",8,32,6,1,3,1,4,1,5,5,5,2
"10422",3,12,6,2,3,2,3,1,3,3,3,3
"10349",13,52,6,1,1,3,5,1,5,3,5,2
"10438",1,4,6,1,2,3,5,1,4,2,4,1
"10366",10,40,6,1,1,4,5,1,5,5,5,3
"10411",11,44,6,2,4,3,4,1,1,4,5,1
"10437",2,8,6,2,2,2,3,2,4,3,3,4
"10341",3,12,6,NA,3,3,5,1,1,NA,3,1
"10277",9,36,6,NA,5,2,3,1,1,NA,4,1
"10439",2,8,6,2,3,4,3,1,2,3,3,2
"10441",3,12,6,1,3,1,2,5,2,3,4,3
"10436",4,16,6,1,3,2,3,1,3,4,4,3
"10397",2,8,6,2,3,3,3,3,3,4,3,4
"10434",6,24,6,2,3,1,4,1,4,2,2,2
"10428",6,24,6,1,2,3,5,1,4,3,3,2
"10372",9,36,6,1,2,5,4,3,3,3,3,2
"10432",2,8,6,2,1,3,4,1,4,4,5,2
"10436",3,12,5,2,2,3,5,1,3,3,3,2
"10277",8,32,5,1,1,3,5,1,4,5,5,1
"10442",2,8,5,1,1,1,4,1,4,4,4,1
"10372",8,32,5,4,3,5,5,2,4,3,3,2
"10397",1,4,5,3,1,5,5,1,5,3,5,1
"10341",2,8,5,1,3,3,5,1,1,5,5,1
"10366",9,36,5,1,1,4,4,1,4,5,5,1
"10434",5,20,5,2,4,3,2,4,3,1,2,3
"10429",7,28,5,1,1,1,3,1,5,5,5,1
"10411",10,40,5,2,3,2,3,2,4,5,4,2
"10432",1,4,5,NA,4,4,4,1,2,NA,3,1
"10439",1,4,5,1,3,3,4,1,4,3,3,1
"10423",7,28,5,1,1,3,5,1,5,4,4,1
"10444",1,4,5,NA,3,2,4,1,3,NA,4,2
"10428",5,20,5,1,5,4,5,1,1,2,3,3
"10435",1,4,5,1,4,1,3,1,2,2,5,3
"10441",2,8,5,1,3,2,3,2,3,3,4,4
"10341",1,4,4,1,2,1,4,2,4,4,4,2
"10426",9,36,4,NA,5,4,5,2,1,NA,2,1
"10436",2,8,4,2,1,1,3,1,5,3,4,2
"10366",8,32,4,1,2,5,5,1,5,4,3,4
"10418",6,24,4,1,1,4,3,1,5,4,3,1
"10372",7,28,4,1,3,5,3,2,2,3,3,3
"10429",6,24,4,2,2,1,4,1,5,4,5,1
"10411",9,36,4,1,2,4,5,1,5,4,4,3
