"SID","freq","hourBlock","day","beepvar","A_rude","E_quiet","C_lazy","N_relaxed","N_depressed","E_outgoing","A_kind","C_reliable","N_worried","Wave"
"10437",96,3,37,147,1,1,4,5,1,4,4,4,1,"7"
"10437",96,4,37,148,1,2,5,5,1,4,3,3,1,"7"
"10437",96,4,38,152,2,2,5,5,1,4,4,3,1,"7"
"10437",96,2,39,154,2,3,5,5,1,3,4,3,1,"7"
"10437",96,4,39,156,2,2,2,4,1,4,4,4,1,"7"
"10437",96,1,40,157,1,2,1,5,1,4,4,4,1,"7"
"10437",96,4,40,160,1,2,1,5,1,4,4,4,1,"7"
"10437",96,4,41,164,2,1,2,5,1,4,4,4,1,"7"
"10437",96,1,42,165,1,2,2,5,1,4,4,3,1,"7"
"10437",96,1,43,169,1,3,3,5,1,3,4,3,1,"7"
"10437",96,3,43,171,1,5,4,5,1,1,4,3,1,"7"
"10437",96,1,44,173,2,3,3,3,2,3,3,3,3,"7"
"10437",96,3,44,175,1,1,1,4,1,4,4,4,2,"7"
"10437",96,4,44,176,2,3,2,4,1,3,4,4,1,"7"
"10437",96,2,45,178,2,3,4,4,2,2,4,2,3,"7"
"10437",96,2,46,182,2,3,5,4,1,2,3,1,3,"7"
"10437",96,4,47,188,1,1,2,5,1,5,5,4,2,"7"
"10437",96,1,48,189,2,5,5,4,1,1,1,2,2,"7"
"10437",96,4,48,192,1,2,3,4,1,4,5,4,1,"7"
"10440",10,1,1,0,1,5,3,4,1,1,1,4,1,"4"
"10440",10,4,1,4,1,3,3,2,1,2,2,3,1,"4"
"10440",10,2,2,6,1,4,5,5,1,1,1,1,1,"4"
"10440",10,3,2,7,1,4,5,4,1,1,2,1,1,"4"
"10440",10,1,3,9,1,2,3,3,1,3,3,1,1,"4"
"10440",10,2,3,10,1,2,2,3,1,3,3,4,1,"4"
"10440",10,4,4,16,2,2,4,4,1,1,4,1,1,"4"
"10440",10,4,5,20,2,4,4,4,NA,2,3,3,1,"4"
"10440",10,4,6,24,1,1,1,2,1,4,4,5,1,"4"
"10440",10,1,7,25,1,4,1,3,1,3,3,3,NA,"4"
"10441",22,1,1,0,1.0625,3,4,3,2,2,2.85,4,4,"4"
"10441",22,2,1,2,1,5,2,2,1,1,3,4,3,"4"
"10441",22,3,1,3,1,5,5,3,1,2,3,5,3,"4"
"10441",22,4,1,4,1.0625,5,3,3,2,1,2.85,4,4,"4"
"10441",22,1,2,5,1,5,3,3,2,3,2,3,3,"4"
"10441",22,2,2,6,1,5,3,3,2,3,3,3,3,"4"
"10441",22,1,3,9,2,3,3,2,2,2,2,3,5,"4"
"10441",22,2,3,10,1,5,3,2,2,1,3,3,4,"4"
"10441",22,3,3,11,1,4,5,2,3,2,2,3,2,"4"
"10441",22,4,3,12,1.0625,5,3,3,3,1,2.85,3,3,"4"
"10441",22,4,4,16,1.0625,5,3,2,3,2,2.85,2,5,"4"
"10441",22,2,5,18,1,3,3,3,2,3,3,3,3,"4"
"10441",22,4,5,20,1,3,5,1,5,1,1,2,5,"4"
"10441",22,1,7,25,1,3,3,3,2,4,4,4,3,"4"
"10441",22,3,8,31,1,2,2,2,2,4,3,3,4,"4"
"10441",22,1,9,33,1.0625,5,3,2,3,2,2.85,3,5,"4"
"10441",22,2,9,34,1.0625,5,2,1,3,1,2.85,4,5,"4"
"10441",22,4,9,36,1,4,1,1,3,3,4,4,5,"4"
"10441",22,3,10,39,1.0625,5,5,3,3,1,2.85,3,3,"4"
"10441",22,4,10,40,2,2,2,3,2,2,3,5,3,"4"
"10441",22,2,14,54,1.0625,5,2,4,3,2,2.85,3,4,"4"
"10441",22,3,14,55,1.0625,5,5,3,3,3,2.85,4,4,"4"
"10444",14,2,1,2,1,3,3,3,3,3,3,4,4,"4"
"10444",14,3,1,3,2,3,2,2,4,4,4,4,4,"4"
"10444",14,4,1,4,1.0625,5,3,3,4,1,2.85,2,2,"4"
"10444",14,1,2,5,2,2,2,3,2,4,4,4,2,"4"
"10444",14,2,2,6,1.0625,4,2,3,3,2,2.85,4,2,"4"
"10444",14,4,2,8,1.0625,5,4,3,3,1,2.85,3,4,"4"
"10444",14,1,3,9,1.0625,5,4,5,2,1,2.85,2,2,"4"
"10444",14,2,3,10,3,2,2,2,2,4,4,2,4,"4"
"10444",14,3,3,11,1.0625,4,2,4,3,1,2.85,2,3,"4"
"10444",14,4,6,24,1.0625,5,4,4,2,2,2.85,2,3,"4"
"10444",14,1,7,25,2,2,2,3,2,4,3,4,2,"4"
"10444",14,2,7,26,2,2,4,2,2,4,4,4,4,"4"
"10444",14,4,7,28,3,3,3,3,3,3,3,3,3,"4"
"10444",14,2,8,30,2,3,4,2,2,3,3,3,4,"4"
"10445",35,1,1,1,1,3,1,4,2,4,4,5,2,"4"
"10445",35,2,1,2,1,5,4,4,1,2,4,3,2,"4"
"10445",35,3,1,3,1,1,1,4,2,5,5,5,1,"4"
"10445",35,4,1,4,2,1,2,2,2,4,4,5,5,"4"
"10445",35,1,2,5,1,5,1,3,1,4,5,4,4,"4"
"10445",35,2,2,6,1,3,2,5,1,4,4,5,1,"4"
"10445",35,3,2,7,1,3,1,4,1,4,5,5,1,"4"
"10445",35,4,2,8,3,1,4,4,1,5,4,5,1,"4"
"10445",35,1,3,9,1,3,4,4,1,4,4,3,1,"4"
"10445",35,2,3,10,1.0625,5,4,4,2,4,2.85,4,3,"4"
"10445",35,3,3,11,1.0625,5,5,2,3,2,2.85,4,4,"4"
"10445",35,4,3,12,1,5,5,2,3,3,3,3,3,"4"
"10445",35,1,4,13,1,3,4,4,2,3,4,4,2,"4"
"10445",35,2,4,14,1,4,4,4,1,4,4,4,1,"4"
"10445",35,1,6,21,1,3,3,4,1,5,4,4,2,"4"
"10445",35,2,6,22,1,5,1,4,1,4,5,5,2,"4"
"10445",35,3,6,23,2,2,4,4,2,5,5,5,4,"4"
"10445",35,4,6,24,1,3,1,1,2,4,4,5,4,"4"
"10445",35,1,7,25,1,5,1,3,3,2,4,5,2,"4"
"10445",35,3,7,27,1,2,1,4,1,5,4,5,1,"4"
"10445",35,4,7,28,1,1,1,4,1,5,5,5,4,"4"
"10445",35,1,9,33,1,4,1,3,1,5,5,5,5,"4"
"10445",35,3,9,35,1,5,1,3,1,4,5,5,4,"4"
"10445",35,1,13,49,1,5,2,3,1,4,4,5,3,"4"
"10445",35,2,13,50,1,4,1,3,1,4,5,5,2,"4"
"10445",35,3,13,51,1,1,1,3,1,4,5,5,2,"4"
"10445",35,1,14,53,1,1,1,2,3,5,5,5,4,"4"
"10445",35,2,17,66,1,4,1,4,1,4,5,5,3,"4"
"10445",35,3,17,67,1,5,1,3,1,4,4,5,3,"4"
"10445",35,1,18,69,1,3,1,2,1,4,5,4,3,"4"
"10445",35,3,18,71,1,4,2,3,1,4,5,5,3,"4"
"10445",35,2,19,74,1.0625,5,3,3,1,4,2.85,4,3,"4"
"10445",35,3,19,75,1,5,5,3,1,3,5,5,3,"4"
"10445",35,4,19,76,1.0625,4,2,3,1,4,2.85,5,2,"4"
"10445",35,2,20,78,1,5,3,5,1,2,5,5,2,"4"
"10445",19,1,1,0,3,3,1,2,2,3,4,5,4,"7"
"10445",19,1,1,1,2,2,3,3,2,4,4,4,3,"7"
"10445",19,4,1,4,1,2,2,3,1,3,4,4,3,"7"
"10445",19,1,4,13,1,3,1,1,1,3,4,4,5,"7"
"10445",19,1,6,21,1,2,3,4,1,4,4,5,2,"7"
"10445",19,4,7,28,1,3,2,4,1,4,4,4,1,"7"
"10445",19,1,8,29,1,5,2,4,1,2,4,5,1,"7"
"10445",19,4,10,40,2,4,2,2,2,4,4,4,4,"7"
"10445",19,4,11,44,1.0625,5,4,3,2,2,2.85,4,4,"7"
"10445",19,1,12,45,1,2,4,5,1,5,5,5,2,"7"
"10445",19,4,13,52,1,5,1,3,1,3,4,5,2,"7"
"10445",19,1,14,53,1,5,1,2,1,2,4,5,4,"7"
"10445",19,3,14,55,2,4,2,2,3,4,3,5,5,"7"
"10445",19,4,15,60,1,2,3,3,1,3,5,5,3,"7"
"10445",19,2,16,62,1,3,2,3,2,4,4,5,4,"7"
"10445",19,4,16,64,1,3,1,2,1,4,4,5,4,"7"
"10445",19,3,17,67,1,1,3,4,1,5,5,5,2,"7"
"10445",19,4,17,68,1,4,2,3,1,3,3,5,2,"7"
"10445",19,1,23,89,1,3,3,3,3,4,4,4,4,"7"
"10447",19,1,1,0,1,1,1,5,1,5,5,5,1,"4"
"10447",19,3,1,3,1.0625,1,3,5,1,5,2.85,5,2,"4"
"10447",19,2,3,10,1,3,1,4,1,4,5,5,2,"4"
"10447",19,3,3,11,1,1,2,5,1,5,4,5,1,"4"
"10447",19,4,3,12,1,3,2,5,1,5,5,5,1,"4"
"10447",19,1,4,13,1,3,1,5,1,4,4,5,1,"4"
"10447",19,2,4,14,1,3,2,4,1,2,5,4,1,"4"
"10447",19,1,5,17,1,4,3,4,1,4,5,5,1,"4"
"10447",19,3,5,19,1.0625,4,1,5,1,5,2.85,4,1,"4"
"10447",19,4,5,20,1,1,3,5,1,5,5,5,1,"4"
"10447",19,2,7,26,1,3,2,5,1,3,5,5,2,"4"
"10447",19,1,8,29,1,1,1,5,1,5,5,5,1,"4"
"10447",19,2,8,30,1,1,1,5,1,5,5,5,1,"4"
"10447",19,3,9,35,1,1,3,5,1,4,5,5,1,"4"
"10447",19,1,10,37,1,1,3,5,1,5,5,5,1,"4"
"10447",19,3,11,43,1,4,1,5,1,4,5,5,1,"4"
"10447",19,4,11,44,1,4,3,5,1,3,4,5,1,"4"
"10447",19,1,12,45,1.0625,5,3,5,1,4,2.85,5,1,"4"
"10447",19,1,16,61,1.0625,5,1,5,1,1,2.85,5,2,"4"
"10447",18,4,1,4,1,3,1,5,1,5,5,5,1,"7"
"10447",18,1,2,5,1.0625,5,1,5,1,1,2.85,5,1,"7"
"10447",18,4,2,8,1.0625,5,1,3,1,1,2.85,5,2,"7"
"10447",18,1,3,9,1,2,2,5,1,5,5,5,1,"7"
"10447",18,1,4,13,1,2,3,4,1,5,5,5,1,"7"
"10447",18,4,4,16,1,2,2,5,1,4,5,5,1,"7"
"10447",18,3,5,19,1,3,1,5,1,4,4,5,1,"7"
"10447",18,4,5,20,1.0625,5,1,5,1,1,2.85,5,1,"7"
"10447",18,1,6,21,1,2,1,5,1,5,4,5,1,"7"
"10447",18,4,6,24,1,2,2,5,1,4,5,5,1,"7"
"10447",18,1,7,25,1.0625,5,1,5,1,1,2.85,5,1,"7"
"10447",18,4,7,28,1.0625,5,2,5,1,1,2.85,5,2,"7"
"10447",18,1,8,29,1,5,1,5,1,4,5,5,1,"7"
"10447",18,2,8,30,1,2,2,5,1,4,5,5,1,"7"
"10447",18,4,8,32,1,3,1,5,1,5,5,5,1,"7"
"10447",18,2,9,34,1,5,5,5,1,1,2.85,5,1,"7"
"10447",18,2,10,38,1,2,3,5,1,4,5,5,1,"7"
"10447",18,1,12,45,1.0625,5,2,5,1,1,2.85,5,1,"7"
"10449",48,1,1,0,2,4,1,4,2,3,4,5,1,"4"
"10449",48,2,1,2,1,1,3,3,1,5,4,5,1,"4"
"10449",48,4,1,4,1,1,1,5,1,5,4,5,1,"4"
"10449",48,1,2,5,1,1,2,4,1,5,3,5,1,"4"
"10449",48,2,2,6,1,1,1,5,1,5,4,5,1,"4"
"10449",48,3,2,7,1,2,1,5,1,4,5,5,2,"4"
"10449",48,4,2,8,1.0625,4,2,3,1,1,2.85,5,2,"4"
"10449",48,1,3,9,1,3,1,4,1,5,4,5,2,"4"
"10449",48,2,3,10,1,2,1,4,1,5,4,4,1,"4"
"10449",48,3,3,11,1,1,1,4,1,4,4,5,1,"4"
"10449",48,4,3,12,1,3,1,4,1,4,4,5,1,"4"
"10449",48,4,4,16,1,1,1,4,1,5,4,5,1,"4"
"10449",48,1,5,17,1,2,2,4,1,4,4,4,1,"4"
"10449",48,2,5,18,1,5,1,3,1,3,4,4,1,"4"
"10449",48,4,5,20,1,1,1,4,1,5,3,5,1,"4"
"10449",48,1,6,21,1.0625,5,1,4,1,2,2.85,3,2,"4"
"10449",48,2,6,22,1,2,1,3,1,3,4,4,2,"4"
"10449",48,3,6,23,1,3,3,4,1,4,4,4,1,"4"
"10449",48,4,6,24,1,1,2,3,1,5,4,5,1,"4"
"10449",48,1,7,25,1,1,1,4,1,5,4,5,1,"4"
"10449",48,2,7,26,1.0625,5,1,4,2,3,2.85,4,2,"4"
"10449",48,3,7,27,1,1,2,4,1,4,5,4,1,"4"
"10449",48,4,7,28,1,1,2,4,1,4,5,5,1,"4"
"10449",48,1,8,29,1,2,1,4,1,5,3,5,2,"4"
"10449",48,2,8,30,1,3,1,4,1,2,4,4,3,"4"
"10449",48,3,8,31,1,1,2,3,1,4,3,4,2,"4"
"10449",48,4,8,32,1,1,1,4,1,5,3,5,2,"4"
"10449",48,1,9,33,1,2,3,4,2,4,4,5,2,"4"
"10449",48,2,9,34,1,2,1,4,1,4,4,5,1,"4"
"10449",48,3,9,35,1,3,3,3,1,3,4,4,1,"4"
"10449",48,4,9,36,1,1,3,5,1,5,4,5,2,"4"
"10449",48,1,10,37,1,1,1,4,1,4,4,5,1,"4"
"10449",48,2,10,38,1.0625,4,3,4,2,2,2.85,4,1,"4"
"10449",48,4,10,40,1,1,2,4,1,5,4,4,1,"4"
"10449",48,1,11,41,1,3,2,4,1,3,3,5,2,"4"
"10449",48,2,11,42,1.0625,5,1,4,1,2,2.85,5,2,"4"
"10449",48,3,11,43,1,1,2,4,1,4,5,5,1,"4"
"10449",48,1,12,45,1.0625,5,1,5,1,2,2.85,5,1,"4"
"10449",48,2,12,46,1,1,1,4,1,5,5,5,1,"4"
"10449",48,3,12,47,1,5,1,5,1,2,3,5,1,"4"
"10449",48,4,12,48,1,5,1,4,1,3,3,5,2,"4"
"10449",48,1,13,49,1,4,1,4,1,4,5,5,2,"4"
"10449",48,2,13,50,1,5,1,3,1,1,3,5,3,"4"
"10449",48,3,13,51,1,4,1,3,1,3,3,5,3,"4"
"10449",48,4,13,52,1,1,1,5,1,5,4,5,1,"4"
"10449",48,1,14,53,2,2,2,4,2,4,4,4,3,"4"
"10449",48,2,14,54,1,5,1,3,2,2,3,5,3,"4"
"10449",48,1,15,57,1,5,1,4,1,1,3,5,2,"4"
"10449",19,1,1,1,3,3,3,3,1,4,3,3,2,"7"
"10449",19,2,358,1430,3,3,2,5,2,3,5,4,1,"7"
"10449",19,4,358,1432,1,1,2,4,1,4,4,5,1,"7"
"10449",19,1,359,1433,2,1,1,3,1,5,4,4,1,"7"
"10449",19,1,360,1437,1,1,1,5,1,4,4,5,1,"7"
"10449",19,1,361,1441,1,1,1,4,1,4,5,5,1,"7"
"10449",19,1,362,1445,1,3,3,4,1,2,3,3,2,"7"
"10449",19,4,362,1448,1,5,2,3,1,1,4,4,2,"7"
"10449",19,4,363,1452,1,2,1,4,1,3,5,5,2,"7"
"10449",19,1,364,1453,1,3,1,4,1,4,4,5,1,"7"
"10449",19,1,365,1457,1.0625,5,3,5,1,3,2.85,4,1,"7"
"10449",19,1,366,1461,2,3,3,3,1,2,4,4,1,"7"
"10449",19,4,366,1464,1,2,3,3,1,4,4,4,1,"7"
"10449",19,1,367,1465,1,2,1,4,1,3,5,4,1,"7"
"10449",19,4,368,1472,2,1,1,3,1,5,4,4,2,"7"
"10449",19,4,369,1476,3,3,3,4,2,2,3,4,1,"7"
"10449",19,1,370,1477,1,2,1,4,1,5,5,5,2,"7"
"10449",19,4,370,1480,1,2,2,3,1,3,5,4,2,"7"
"10449",19,1,371,1481,1,4,1,2,1,3,4,5,1,"7"
"10450",36,1,1,0,1,4,3,5,1,2,3,4,1,"4"
"10450",36,1,1,1,1,5,3,4,1,2,2,3,2,"4"
"10450",36,3,1,3,1,3,3,4,1,3,2,4,1,"4"
"10450",36,4,1,4,1,5,5,5,1,3,3,5,1,"4"
"10450",36,1,2,5,1,2,4,3,1,5,3,5,3,"4"
"10450",36,2,2,6,1,3,3,2,3,5,3,5,4,"4"
"10450",36,3,2,7,2,1,5,5,1,3,2,5,1,"4"
"10450",36,4,2,8,1,4,5,3,3,2,2,2,3,"4"
"10450",36,1,3,9,2,2,3,3,1,3,3,3,2,"4"
"10450",36,3,3,11,1,4,3,3,1,3,3,3,3,"4"
"10450",36,4,3,12,2,4,4,2,2,3,3,3,3,"4"
"10450",36,1,4,13,1,3,2,5,1,2,1,5,1,"4"
"10450",36,2,4,14,2,4,5,4,1,3,2,4,4,"4"
"10450",36,3,4,15,1,3,1,4,2,3,1,5,3,"4"
"10450",36,4,4,16,1,4,3,2,1,2,1,2,5,"4"
"10450",36,2,5,18,1,4,1,3,1,3,1,3,5,"4"
"10450",36,3,6,23,3,5,3,3,2,4,2,2,4,"4"
"10450",36,4,7,28,1.0625,3,5,5,1,1,2.85,2,3,"4"
"10450",36,4,8,32,1,3,3,4,1,2,2,3,1,"4"
"10450",36,2,9,34,1,3,3,3,1,3,1,3,2,"4"
"10450",36,4,9,36,1.0625,5,5,5,1,1,2.85,3,1,"4"
"10450",36,2,10,38,1,3,5,5,1,3,2,2,3,"4"
"10450",36,2,12,46,1.0625,4,3,5,2,1,2.85,3,3,"4"
"10450",36,1,13,49,1.0625,5,1,2,1,1,2.85,5,3,"4"
"10450",36,3,13,51,2,4,3,5,1,4,2,4,1,"4"
"10450",36,4,13,52,1,4,2,3,1,2,1,5,3,"4"
"10450",36,3,15,59,2,3,3,4,2,4,3,3,3,"4"
"10450",36,1,16,61,2,5,5,3,2,1,3,5,3,"4"
"10450",36,2,16,62,1,5,2,3,2,3,1,3,3,"4"
"10450",36,3,16,63,1.0625,3,5,5,1,3,2.85,3,2,"4"
"10450",36,1,17,65,2,3,4,3,2,1,1,2,3,"4"
"10450",36,2,17,66,1,5,1,3,1,1,1,4,3,"4"
"10450",36,3,17,67,1,5,2,2,1,1,1,2,3,"4"
"10450",36,1,18,69,1,4,1,5,1,1,1,5,1,"4"
"10450",36,2,18,70,1,4,1,2,1,2,1,5,2,"4"
"10450",36,2,19,74,1,5,3,2,1,1,1,5,3,"4"
"10450",39,1,1,0,4,1,1,1,1,5,4,NA,4,"7"
"10450",39,1,1,1,2,2,1,2,1,2,2,5,4,"7"
"10450",39,3,1,3,1,4,4,4,1,3,3,5,2,"7"
"10450",39,4,1,4,1.0625,3,5,5,1,1,2.85,3,1,"7"
"10450",39,4,2,8,1,1,4,5,1,5,1,5,1,"7"
"10450",39,1,3,9,1,3,5,5,1,3,1,4,1,"7"
"10450",39,3,4,15,1,5,3,3,1,1,3,4,3,"7"
"10450",39,1,6,21,1,3,4,4,1,4,1,4,1,"7"
"10450",39,1,7,25,1.0625,5,3,3,1,1,2.85,3,3,"7"
"10450",39,2,7,26,1.0625,4,1,3,1,1,2.85,5,3,"7"
"10450",39,3,7,27,1.0625,5,2,3,1,1,2.85,5,3,"7"
"10450",39,4,7,28,2,3,3,5,1,3,4,5,3,"7"
"10450",39,1,8,29,1,5,1,1,1,1,1,5,3,"7"
"10450",39,2,8,30,1.0625,3,5,5,1,1,2.85,4,2,"7"
"10450",39,3,8,31,1.0625,2,4,4,1,1,2.85,2,3,"7"
"10450",39,4,8,32,1,2,3,5,1,2,2,4,1,"7"
"10450",39,4,9,36,3,5,5,4,1,2,1,4,3,"7"
"10450",39,1,10,37,1.0625,5,2,5,1,1,2.85,5,2,"7"
"10450",39,2,10,38,2,5,1,3,1,3,1,5,3,"7"
"10450",39,3,10,39,1,5,1,3,1,1,2,5,3,"7"
"10450",39,4,10,40,1.0625,4,5,3,3,1,2.85,1,3,"7"
"10450",39,1,11,41,1,4,1,5,1,1,1,3,2,"7"
"10450",39,2,11,42,1,5,2,4,1,2,1,4,3,"7"
"10450",39,3,11,43,3,3,2,1,3,1,1,3,5,"7"
"10450",39,1,12,45,1,3,1,3,1,1,1,5,3,"7"
"10450",39,2,12,46,1.0625,3,3,3,1,1,2.85,3,4,"7"
"10450",39,3,12,47,1,5,4,3,1,1,1,5,4,"7"
"10450",39,3,15,59,1.0625,4,2,1,3,1,2.85,3,5,"7"
"10450",39,4,18,72,4,5,5,3,1,1,1,1,4,"7"
"10450",39,3,19,75,3,5,3,5,3,1,1,4,3,"7"
"10450",39,4,19,76,1,5,5,5,2,1,1,3,3,"7"
"10450",39,1,27,105,1,3,5,5,1,1,3,5,3,"7"
"10450",39,3,27,107,3,5,3,5,1,1,3,5,3,"7"
"10450",39,4,27,108,1,3,2,5,1,2,1,5,4,"7"
"10450",39,1,28,109,1,3,3,4,1,1,1,4,3,"7"
"10450",39,2,28,110,3,3,1,1,2,1,2,4,4,"7"
"10450",39,3,28,111,1,4,3,4,1,2,1,4,3,"7"
"10450",39,3,29,115,2,3,3,5,1,1,2,5,2,"7"
"10450",39,4,29,116,1,5,5,5,1,1,1,5,1,"7"
"10452",18,2,1,2,2,1,2,5,1,4,3,5,3,"4"
"10452",18,2,5,18,2,3,1,4,1,5,3,3,3,"4"
"10452",18,3,5,19,1,3,1,3,1,3,3,5,3,"4"
"10452",18,4,5,20,1.0625,3,1,2,2,1,2.85,4,4,"4"
"10452",18,1,6,21,1,4,2,3,2,3,2,4,3,"4"
"10452",18,2,6,22,2,4,3,3,1,2,2,3,3,"4"
"10452",18,4,6,24,2,2,4,4,1,5,3,2,3,"4"
"10452",18,1,7,25,2,3,2,4,1,3,3,4,2,"4"
"10452",18,2,7,26,1,3,2,3,1,2,3,4,2,"4"
"10452",18,3,7,27,1,1,1,5,1,5,3,4,2,"4"
"10452",18,4,7,28,1.0625,2,2,5,1,1,2.85,5,3,"4"
"10452",18,1,8,29,1,2,2,4,1,3,2,4,3,"4"
"10452",18,2,8,30,3,3,3,4,1,3,2,3,4,"4"
"10452",18,3,8,31,1,3,2,5,2,3,4,4,4,"4"
"10452",18,1,9,33,1.0625,5,1,1,2,1,2.85,5,5,"4"
"10452",18,1,11,41,1.0625,5,1,4,1,1,2.85,4,3,"4"
"10452",18,3,11,43,1,3,2,5,1,3,3,4,3,"4"
"10452",18,4,11,44,1,5,1,2,3,1,3,3,4,"4"
"10453",17,2,1,2,2,1,2,4,1,4,5,5,2,"4"
"10453",17,3,1,3,2,2,1,2,1,4,4,5,2,"4"
"10453",17,4,1,4,1,4,3,4,2,3,3,2,1,"4"
"10453",17,1,2,5,1.0625,4,4,5,1,2,2.85,2,2,"4"
"10453",17,4,2,8,2,1,2,3,1,5,5,4,2,"4"
"10453",17,3,4,15,2,2,2,5,1,3,3,3,1,"4"
"10453",17,1,7,25,2,2,4,5,2,3,3,3,2,"4"
"10453",17,4,7,28,2,2,4,5,2,4,4,4,1,"4"
"10453",17,1,8,29,2,3,4,4,3,3,4,3,2,"4"
"10453",17,3,8,31,2,2,4,3,2,4,3,4,2,"4"
"10453",17,4,8,32,2,3,3,4,2,4,3,4,2,"4"
"10453",17,3,10,39,3,3,4,5,1,4,3,4,2,"4"
"10453",17,1,11,41,1.0625,5,2,4,1,1,2.85,4,4,"4"
"10453",17,2,11,42,1,4,1,5,1,2,1,4,3,"4"
"10453",17,3,11,43,2,5,2,3,2,2,3,4,3,"4"
"10453",17,2,12,46,1,4,4,4,2,2,4,3,4,"4"
"10453",17,3,12,47,1.0625,5,3,4,1,1,2.85,4,3,"4"
"10454",13,1,1,0,1.0625,5,1,3,1,1,2.85,4,4,"4"
"10454",13,1,1,1,1,4,5,3,1,3,5,2,4,"4"
"10454",13,1,2,5,1.0625,4,1,3,3,2,2.85,4,3,"4"
"10454",13,3,2,7,1.0625,5,3,2,3,1,2.85,2,4,"4"
"10454",13,1,3,9,1,5,1,3,1,1,5,4,2,"4"
"10454",13,4,3,12,1,2,1,4,1,5,5,4,1,"4"
"10454",13,1,4,13,1.0625,5,1,3,1,1,2.85,4,3,"4"
"10454",13,2,4,14,1,5,1,3,1,1,5,5,2,"4"
"10454",13,3,5,19,1,5,3,3,1,1,4,3,3,"4"
"10454",13,1,7,25,1,4,1,3,1,2,4,3,3,"4"
"10454",13,1,9,33,2,5,3,4,1,1,4,2,2,"4"
"10454",13,3,9,35,3,3,2,3,1,3,3,5,2,"4"
"10454",13,1,12,45,1,5,2,3,3,1,3,3,5,"4"
"10454",3,2,1,2,1,5,3,3,3,1,4,3,4,"7"
"10454",3,1,5,17,1,3,1,3,1,3,5,4,2,"7"
"10454",3,1,6,21,1,4,1,3,1,3,3,4,2,"7"
"10459",55,1,1,0,1,2,2,3,1,3,3,4,2,"4"
"10459",55,2,1,2,2,3,3,4,1,2,3,3,2,"4"
"10459",55,2,2,6,2,3,2,3,1,3,4,3,3,"4"
"10459",55,3,2,7,1,3,3,3,2,3,3,4,2,"4"
"10459",55,4,2,8,2,3,2,3,1,4,3,4,2,"4"
"10459",55,2,3,10,1.0625,3,2,2,3,1,2.85,3,4,"4"
"10459",55,3,3,11,2,4,2,2,3,1,3,3,3,"4"
"10459",55,4,3,12,1.0625,4,3,3,3,1,2.85,2,4,"4"
"10459",55,1,4,13,2,3,2,1,2,1,3,3,3,"4"
"10459",55,2,4,14,1,4,2,1,3,1,3,3,5,"4"
"10459",55,3,4,15,2,4,2,2,2,2,2,3,3,"4"
"10459",55,4,4,16,2,3,2,2,2,3,3,3,3,"4"
"10459",55,1,5,17,3,3,4,2,1,2,3,2,2,"4"
"10459",55,2,5,18,3,3,4,3,2,2,4,4,3,"4"
"10459",55,3,5,19,3,2,2,2,3,3,5,4,4,"4"
"10459",55,4,5,20,2,1,4,3,1,4,3,2,3,"4"
"10459",55,1,6,21,1.0625,3,2,2,2,1,2.85,4,4,"4"
"10459",55,2,6,22,2,4,2,2,2,1,3,3,3,"4"
"10459",55,3,6,23,3,4,3,3,2,1,3,3,3,"4"
"10459",55,4,6,24,3,3,3,3,1,3,3,3,3,"4"
"10459",55,2,7,26,3,3,4,4,1,4,3,4,3,"4"
"10459",55,3,7,27,2,4,3,3,2,3,4,4,3,"4"
"10459",55,4,7,28,3,4,2,4,1,3,3,3,2,"4"
"10459",55,1,8,29,2,3,2,2,2,2,4,3,2,"4"
"10459",55,2,8,30,1,4,4,3,1,2,4,4,3,"4"
"10459",55,4,8,32,3,2,3,5,1,4,4,3,1,"4"
"10459",55,3,9,35,2,2,4,4,1,4,4,3,2,"4"
"10459",55,4,9,36,2,3,4,5,1,4,4,4,1,"4"
"10459",55,2,10,38,2,3,3,3,2,3,4,2,3,"4"
"10459",55,3,10,39,1,3,4,4,1,2,5,2,4,"4"
"10459",55,4,10,40,1,2,3,5,1,4,5,3,2,"4"
"10459",55,1,11,41,1.0625,5,3,4,2,1,2.85,3,2,"4"
"10459",55,2,11,42,1,5,3,2,1,1,5,3,4,"4"
"10459",55,3,11,43,1,5,3,2,2,2,4,3,3,"4"
"10459",55,4,11,44,3,2,3,2,1,3,3,3,4,"4"
"10459",55,1,12,45,2,3,1,3,1,2,4,3,3,"4"
"10459",55,2,12,46,4,4,2,1,2,1,3,2,5,"4"
"10459",55,3,12,47,1,5,3,3,1,3,5,3,3,"4"
"10459",55,4,12,48,4,3,4,3,1,4,4,3,2,"4"
"10459",55,1,13,49,1.0625,4,2,3,2,1,2.85,3,3,"4"
"10459",55,2,13,50,1,4,2,3,2,2,5,3,4,"4"
"10459",55,3,13,51,1,5,1,2,1,1,4,3,3,"4"
"10459",55,4,13,52,2,3,3,3,1,2,3,2,3,"4"
"10459",55,1,14,53,1,2,1,3,1,2,3,4,2,"4"
"10459",55,2,14,54,4,4,4,2,1,2,4,3,3,"4"
"10459",55,3,14,55,1,2,3,2,1,4,3,3,3,"4"
"10459",55,4,14,56,2,2,3,3,1,4,3,3,2,"4"
"10459",55,1,15,57,1,3,3,3,1,3,4,3,4,"4"
"10459",55,2,15,58,3,2,4,3,1,4,4,3,3,"4"
